"RE_ID","USER_ID","MOTEL_ID","RE_MOTEL_RATING1","RE_MOTEL_REVIEWS"
"1519","307","140","1","Cảnh báo nóng. Từ tháng 1 đến tháng 12 nóng quanh năm, phơi đồ bao khô cho mọi thời tiết. Wifi free đúng chuẩn éo dùng được. Hai dãy phòng đối diện bao vui và náo nhiệt mọi thời điểm nhá. Nơi hội tụ của những diện có sổ hộ giàu lắp máy lạnh. Hàng xóm bao OK và nhiệt tình (Vừa dọn tới là có người đến chia buồn)."
"1520","308","140","1","Hơi nóng, có nhiều thành phần hỗn tạp, wifi yếu"
"1521","309","140","1","Không tiện nghi"
"1522","310","141","1","Wifi yếu quá"
"1523","311","141","4","Sạch sẽ đầy đủ tiện nghi an ninh"
"1524","312","141","2","Nóng, hôi cống và hơi ồn."
"1525","313","142","3","Nha tro moi sach dep, gia binh dan"
"1526","314","142","5","NÓNG, wifi yếu xài ko đc"
"1527","315","142","5","Nhà Trọ có sân vườn, hồ cá, nơi đậu xe quá rộng, sân phơi đồ. Vừa ý mình"
"1528","316","143","5","Nhà Trọ Sinh Viên tuyệt nhất Cần Thơ"
"1529","317","143","5","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết"
"1530","318","144","4","Phòng trọ sạch đẹp, sân vườn rộng, sạch, thoáng mát. Khuôn viên có cây cảnh hoa. rất đẹp."
"1531","319","144","5","Hẻm tuy nhỏ nhưng rất nhiều nhà trọ"
"1532","320","144","5","Tuyêt vời"
"1533","321","145","2","Nơi ở thoáng mát sinh hoạt tiện lợi"
"1534","322","146","4","Nhà trọ sinh viên Cần Thơ đẹp, sạch sẽ, vườn hoa colourful"
"1535","323","147","4","Cũng được nhưng hơi mắc"
"1536","324","147","3","Thoải mái"
"1537","325","147","4","Rất Đẹp Ahiiiiiii"
"1538","326","148","1","tốt"
"1539","327","148","2","Rộng rãi, sạch sẽ"
"1540","328","148","5","sân lớn, nhiều cây và bóng, tốt
"
"1541","329","149","5","Khá ổn nhà rộng, sạch sẽ."
"1542","330","149","3","Đường đi chưa tốt"
"1543","331","150","5","Sạch sẽ, thoáng mát, an ninh cao, giá cả phù hợp, ông chủ dễ chịu."
"1544","332","150","5","Gần ĐHCT"
"1545","333","150","5","Ở đây ông chủ rất dễ tính.va khu nhà trọ cũng rất yên tĩnh và an toàn vì đc lắp khá nhìu camera . Giá phòng cũng vừa phải.."
"1546","334","151","4","Rộng rãi và thoáng mát"
"1547","224","151","4","Tốt"
"1548","225","151","4","Nhà trọ hơi bì tù do nhiều phòng, giá hơi cao so với phòbg nhưng được cái nước ko ngập, ở 1 mình ok {tùy chổ, phòng mình 800k, có chổ 1 p 2tr3). Chủ trọ không có ở chung nên cũng thoải mái, đóng tiền trọ chễ ko bị la rầy như chổ khác."
"1549","226","151","3","nhà  trọ thoát mát sạch đẹp  luôn
không gia yên tĩnh nữa"
"1550","227","152","5","Bình thường tiền nào của nấy"
"1551","228","152","5","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê"
"1552","229","152","4","Cho em hỏi nhà trọ 1tháng giá bao nhiêu vậy ạ"
"1553","230","152","1","Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1554","231","152","5","trọ rộng rãi, wifi mạnh coi phim tốt rất ok"
"1555","232","153","5","Yên tĩnh, an ninh, 10đ"
"1556","233","153","3","Giá ok.  An Ninh"
"1557","234","153","2","Nhà sạch sẽ, giá bình dân cho sinh viên."
"1558","235","153","2","Vị trí Mặt tiền đường Trần Nam Phú (Lộ ngân hàng) dễ tìm kiếm, dễ đi lại thuận tiện hơn"
"1559","236","153","1","Phòng nầy bao tiền 1 tháng vậy các bạn"
"1560","237","154","1","Xóa bài đánh giá 1 sao để cao điểm bình chọn ảo? Làm ăn gian lận vậy ad
"
"1561","238","154","5","Cho tôi xin số điện thoại chủ trọ với"
"1562","239","154","4","Giá cả phải chăng. Khu nhà trọ lớn với nhiều dãy phòng. Có bảo vệ, căn tin..."
"1563","240","154","2","Thì sv ở đc"
"1564","241","155","3","Ai cho minh xin sdt cua chủ nhà trọ này với"
"1565","242","156","3","Cho xin sđt nguoi quan ly nha tro ""gap"""
"1566","243","156","4","Tui rất thích luôn"
"1567","244","156","3","nơi đáng trọ"
"1568","245","156","5","Nhà trọ rộng rãi, an ninh, có bãi giữ xe."
"1569","246","156","4","giá rẻ"
"1570","247","157","4","Tiện nghi, an toàn"
"1571","248","157","5","Thoáng mát. Giá bình dân"
"1572","249","157","5","nhà trọ toàn nữ"
"1573","250","157","4","Nhà trọ nữ"
"1574","251","158","5","Phòng k sạch lắm
Giá cả hợp lí"
"1575","252","158","4","An ninh , giá cả hợp lý"
"1576","253","158","5","Chủ trọ thân thiện dễ gần vui vẻ, trọ ở yên tĩnh. Phòng trọ rộng rãi thoáng mát, có nhiều camera, đặc biệt có chó giữ nhà rất giỏi."
"1577","254","158","5","Cho em hỏi còn phồng không ạ"
"1578","255","158","4","800k rất hài lòng, phòng trọ phù hợp giá tiền."
"1579","256","159","5","Bình dân,sinh viên,không có gì nổi bật"
"1580","257","159","4","Chủ trọ nhiệt tình vui vẻ. Phòng hiện tại 800k. Có gác lửng. Đặc biệt chủ trọ cho nuôi chó."
"1581","258","159","5","Thích hợp"
"1582","259","160","4","An ninh"
"1583","260","160","5","Có"
"1584","220","160","4","Chất lượng cũng tốt"
"1585","221","160","5","Tại đây bình yên"
"1586","222","161","4","Nhậu vui quá,ae nhiệt tình"
"1587","223","161","5","Phòng trọ rẻ ,ăn ninh"
"1588","224","161","5","Cảnh báo nóng. Từ tháng 1 đến tháng 12 nóng quanh năm, phơi đồ bao khô cho mọi thời tiết. Wifi free đúng chuẩn éo dùng được. Hai dãy phòng đối diện bao vui và náo nhiệt mọi thời điểm nhá. Nơi hội tụ của những diện có sổ hộ giàu lắp máy lạnh. Hàng xóm bao OK và nhiệt tình (Vừa dọn tới là có người đến chia buồn)."
"1589","225","162","5","Hơi nóng, có nhiều thành phần hỗn tạp, wifi yếu"
"1590","226","162","5","Không tiện nghi"
"1591","227","162","5","Wifi yếu quá"
"1592","228","163","3","Sạch sẽ đầy đủ tiện nghi an ninh"
"1593","229","163","5","Nóng, hôi cống và hơi ồn."
"1594","230","163","5","Nha tro moi sach dep, gia binh dan"
"1595","231","163","5","NÓNG, wifi yếu xài ko đc"
"1596","232","163","5","Nhà Trọ có sân vườn, hồ cá, nơi đậu xe quá rộng, sân phơi đồ. Vừa ý mình"
"1597","233","163","5","Nhà Trọ Sinh Viên tuyệt nhất Cần Thơ"
"1598","234","164","5","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết"
"1599","235","164","4","Phòng trọ sạch đẹp, sân vườn rộng, sạch, thoáng mát. Khuôn viên có cây cảnh hoa. rất đẹp."
"1600","236","164","5","Hẻm tuy nhỏ nhưng rất nhiều nhà trọ"
"1601","237","164","5","Tuyêt vời"
"1602","238","164","5","Nơi ở thoáng mát sinh hoạt tiện lợi"
"1603","239","165","5","Nhà trọ sinh viên Cần Thơ đẹp, sạch sẽ, vườn hoa colourful"
"1604","240","165","4","Cũng được nhưng hơi mắc"
"1605","241","165","4","Thoải mái"
"1606","242","166","5","Rất Đẹp Ahiiiiiii"
"1607","243","166","5","tốt"
"1608","244","166","4","Rộng rãi, sạch sẽ"
"1609","245","166","5","sân lớn, nhiều cây và bóng, tốt
"
"1610","246","167","4","Khá ổn nhà rộng, sạch sẽ."
"1611","247","167","5","Đường đi chưa tốt"
"1612","248","167","5","Sạch sẽ, thoáng mát, an ninh cao, giá cả phù hợp, ông chủ dễ chịu."
"1613","249","167","5","Gần ĐHCT"
"1614","250","168","5","Ở đây ông chủ rất dễ tính.va khu nhà trọ cũng rất yên tĩnh và an toàn vì đc lắp khá nhìu camera . Giá phòng cũng vừa phải.."
"1615","251","168","5","Rộng rãi và thoáng mát"
"1616","252","168","5","Tốt"
"1617","253","168","4","Nhà trọ hơi bì tù do nhiều phòng, giá hơi cao so với phòbg nhưng được cái nước ko ngập, ở 1 mình ok {tùy chổ, phòng mình 800k, có chổ 1 p 2tr3). Chủ trọ không có ở chung nên cũng thoải mái, đóng tiền trọ chễ ko bị la rầy như chổ khác."
"1618","254","169","3","nhà  trọ thoát mát sạch đẹp  luôn
không gia yên tĩnh nữa"
"1619","255","169","4","Bình thường tiền nào của nấy"
"1620","256","169","2","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê"
"1621","257","170","2","Cho em hỏi nhà trọ 1tháng giá bao nhiêu vậy ạ"
"1622","258","170","1","Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1623","259","171","5","Thoáng mát, khá rộng rãi. Giá thuê 900k/tháng."
"1624","260","171","4","Sạch sẽ, thoáng mát, an ninh cao, giá cả phù hợp, ông chủ dễ chịu."
"1625","261","171","5","Buổi tối khá là yên tỉnh"
"1626","262","172","5","An ninh tốt"
"1627","263","172","1","Chủ trọ dễ thương lắm"
"1628","264","172","5","An toàn"
"1629","265","172","5","Căn tin xa."
"1630","266","173","4","Được chứ"
"1631","267","173","5","Có sân phơi đồ riêng, nhà để xe nữa, wifi, camera"
"1632","268","173","4","Nhà trọ an ninh, có wifi, camera, thuận tiện giao thông, ăn vặt..."
"1633","269","174","2","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện!"
"1634","270","174","3","nhà trọ đẹp, chủ trọ tốt tính vui vẻ, an ninh tốt. Phòng nầy bao tiền 1 tháng vậy các bạn"
"1635","271","174","5","Vị trí Mặt tiền đường Trần Nam Phú (Lộ ngân hàng) dễ tìm kiếm, dễ đi lại thuận tiện hơn"
"1636","272","175","5","nhà trọ toàn nữ. Nhà tui chứ đâu kkk"
"1637","273","175","5","Thoáng mát. Giá bình dân"
"1638","274","175","5","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê"
"1639","275","176","4","Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1640","276","176","5","Nhà trọ hơi bì tù do nhiều phòng, giá hơi cao so với phòbg nhưng được cái nước ko ngập, ở 1 mình ok {tùy chổ, phòng mình 800k, có chổ 1 p 2tr3). Chủ trọ không có ở chung nên cũng thoải mái, đóng tiền trọ chễ ko bị la rầy như chổ khác."
"1641","277","178","5","nhà trọ thoát mát sạch đẹp luôn không gian yên tĩnh"
"1642","278","178","2","Bình thường tiền nào của nấy"
"1643","279","179","4","Có sân phơi đồ riêng, nhà để xe nữa, wifi, camera"
"1644","280","179","4","Nhà trọ an ninh, có wifi, camera, thuận tiện giao thông, ăn vặt..."
"1645","281","179","3","Trên cả tuyệt vời không có gì để bàn cãi"
"1646","282","181","4","Khu trọ rất yên tĩnh, sạch sẽ, văn minh. Xung quanh tiện ích đầy đủ, rất OK."
"1647","283","181","1","View tạm ổn, phòng rộng rãi thoáng mát"
"1648","284","181","2","Chủ trọ quá là dễ thương,phòng trọ tạm ổn"
"1649","285","182","5","Tiền trọ cũng không quá mắc so với đất thành thị ,mọi thứ đều ok"
"1650","286","182","5","Nếu bạn thích không gian yên tĩnh thì đây là lựa chọn tốt"
"1651","287","182","3","Tuy phòng trọ có giá tiền hơi mắc nhưng chất lượng không cần nói"
"1652","288","183","5","Trong thành phố kiếm được nhà trọ như thế này là quá tốt giá cả phải chăng, nhà trọ đẹp, chủ trọ tốt tính vui vẻ, an ninh tốt. Phòng nầy bao tiền 1 tháng vậy các bạn"
"1653","289","183","5","Cảnh báo nóng. Từ tháng 1 đến tháng 12 nóng quanh năm, phơi đồ bao khô cho mọi thời tiết. Wifi free đúng chuẩn éo dùng được. Hai dãy phòng đối diện bao vui và náo nhiệt mọi thời điểm nhá. Nơi hội tụ của những diện có sổ hộ giàu lắp máy lạnh. Hàng xóm bao OK và nhiệt tình (Vừa dọn tới là có người đến chia buồn)."
"1654","290","183","5","Qua rộng, mát mẻ, chủ trọ hiền, tốt bụng ok hết, Ở đây ông chủ rất dễ tính.va khu nhà trọ cũng rất yên tĩnh và an toàn vì đc lắp khá nhìu camera . Giá phòng cũng vừa phải.."
"1655","291","183","4","Nhà trọ sạch sẽ, an toàn giá cả hợp lí, với lại có anh chủ trọ đẹp trai nữa :))) thích ghê. Trọ an ninh tuyệt đối, sạch sẽ, trật tự.bạn trọ hòa đồng chủ trọ dễ thương."
"1656","292","184","4","Nhà trọ hiện đại, sạch sẽ, an ninh, yên tĩnh, đường truyền wifi mạnh, ngay mặt tiền đường chính thuận tiện cho việc đi lại"
"1657","293","184","4","Mọi thứ tuyệt vời. An ninh, sạch sẽ, thân thiện! Sạch sẽ, an toàn, giá cả hợp lý"
"1658","294","184","3","Nhà trọ cũ rồi, ở được, an ninh, giới hạn giờ giấc. Ánh sáng không tốt và khá là nóng"
"1659","295","184","5","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ...Nhà trọ rộng rãi. Thoáng, nhưng hơi nóng. Nhất là vào mùa hè. Ông chủ, bà chủ trọ dễ thương. Trọ có 1 hàng ba ở phía trước trồng cây cũng được. Đường đi rộng rãi. Giá thuê 1tr/ 1 tháng ( tháng 6/2020)."
"1660","296","184","5","Nhà trọ rộng rãi. Thoáng, nhưng hơi nóng. Nhất là vào mùa hè. Ông chủ, bà chủ trọ dễ thương. Trọ có 1 hàng ba ở phía trước trồng cây cũng được. Đường đi rộng rãi. Giá thuê 1tr/ 1 tháng ( tháng 6/2020)."
"1661","297","184","4","Nhà trọ rộng rãi nhưng hơi nóng. Yên tâm yên tĩnh yên lòng"
"1662","298","185","1","Nhà trọ sạch sẽ, yên tĩnh, an ninh tốt. Phục vụ khách hàng tốt, phòng sạch sẽ"
"1663","299","186","5","An ninh chặt chẻ
Quản lí dân dư tốt
Không khí trong lành"
"1664","300","186","5","đang ở đây, sạch sẽ, an ninh được ưu tiên cao. Nhà trọ sạch sẽ, giá hợp lý, sẽ tuyệt vời hơn nếu gắn quạt hút vì hơi nóng.
"
"1665","301","186","3","Nhà trọ mới sạch đẹp, lối đi rất rộng và thoáng mát. Hẻm rộng có camera của công an, trong nhà trọ cũng có camera rất an ninh."
"1666","302","186","2","Giá cả hợp lý. An toàn, an ninh tốt. Gần Đại học Tây Đô."
"1667","303","189","2","khu trọ yên tĩnh ,thích hợp cho sinh viên và người lớn tuổi ,giá cả phải chăng"
"1668","304","189","1","khu trọ ngay trung tâm thành phố,giá cả sinh viên "
"1669","305","189","1","nhà trọ chỉ dành riêng cho nữ, rất an toàn,cô chủ trọ rất dễ thương"
"1670","306","189","5","nếu bạn thích không gian yên tĩnh xa thành phố thi đây là phòng trọ tốt,đối với giá cả có hơi đắt nhưng chất lượng"
"1671","307","189","4","bạn sẽ không thấy điểm nào để chê cả"
"1672","308","193","2","nếu chi phí tiêu vặt có hạn thì đây là phòng trọ giúp sinh viên giảm được phòng trọ đến mức tối thiểu"
"1673","309","193","3","rất tuyệt vời,quá hoàn hảo"
"1674","310","193","3","cô chủ trọ quá hài hước mà còn tốt bụng"
"1675","311","194","4","không cần nói đến giá cả,mọi thứ đều ok "
"1676","312","194","3","nếu bạn chọn phòng trọ này để ở thì đây là sự lựa chọn đúng đắn"
"1677","313","195","5","Nhà trọ mới sạch đẹp, lối đi rất rộng và thoáng mát. Hẻm rộng có camera của công an, trong nhà trọ cũng có camera rất an ninh."
"1678","314","195","4","Giá cả hợp lý. An toàn, an ninh tốt. Gần Đại học Tây Đô."
"1679","315","195","4","chủ trọ quá tuyệt vời,giá cả khỏi bàn"
